"","Year","Council","","20% most deprived","2","3","4","20% least deprived","All"
"841","2014","Highland","Neighbour disputes","*","3.6","-","4.8","*","4.7"
"842","2014","Inverclyde","Neighbour disputes","7.8","*","*","*","*","5"
"843","2014","Midlothian","Neighbour disputes","*","0.6","*","*","*","5.1"
"844","2014","Moray","Neighbour disputes","*","*","4.9","2.3","*","4.5"
"845","2014","Na-h Eileanan Siar","Neighbour disputes","-","0.8","1.1","*","-","1"
"846","2014","North Ayrshire","Neighbour disputes","9.7","7.7","*","*","*","5.9"
"847","2014","North Lanarkshire","Neighbour disputes","9.3","3.6","2.2","4","*","4.8"
"848","2014","Orkney Islands","Neighbour disputes","-","-","*","-","*","0.6"
"849","2014","Perth & Kinross","Neighbour disputes","*","*","*","3.2","2.2","4.7"
"850","2014","Renfrewshire","Neighbour disputes","10.9","*","*","*","*","5.3"
"851","2014","Scotland","Neighbour disputes","12.1","7.5","3.9","3.8","2.1","5.9"
"852","2014","Scottish Borders","Neighbour disputes","*","*","1.8","4.8","*","3"
"853","2014","Shetland Islands","Neighbour disputes","-","*","2.4","-","*","1.3"
"854","2014","South Ayrshire","Neighbour disputes","*","7.2","*","*","*","4.1"
"855","2014","South Lanarkshire","Neighbour disputes","10.2","8","7.3","0.6","4.2","6.4"
"856","2014","Stirling","Neighbour disputes","*","4.4","*","5.1","7.5","6"
"857","2014","West Dunbartonshire","Neighbour disputes","14.1","8.8","4.7","*","*","10.1"
"858","2014","West Lothian","Neighbour disputes","*","3.6","*","*","*","2.6"
"859","2014","Aberdeen City","Rubbish / litter lying around","*","47.1","37.7","*","16.5","31.1"
"860","2014","Aberdeenshire","Rubbish / litter lying around","*","*","17.4","15.6","14","16.7"
"861","2014","Angus","Rubbish / litter lying around","*","31.2","29.1","16.6","*","22.2"
"862","2014","Argyll & Bute","Rubbish / litter lying around","*","35.3","24.8","10.8","*","25.8"
"863","2014","Clackmannanshire","Rubbish / litter lying around","22.5","24.7","26","*","*","21.2"
"864","2014","Dumfries & Galloway","Rubbish / litter lying around","*","34.1","16.4","10.3","*","19.4"
"865","2014","Dundee City","Rubbish / litter lying around","48.3","37.4","*","*","*","35.7"
"866","2014","East Ayrshire","Rubbish / litter lying around","50.7","35.1","*","*","*","34.8"
"867","2014","East Dunbartonshire","Rubbish / litter lying around","*","*","*","*","9.8","13.3"
"868","2014","East Lothian","Rubbish / litter lying around","*","*","*","9.8","*","14.7"
"869","2014","East Renfrewshire","Rubbish / litter lying around","*","*","*","*","22.2","29.9"
"870","2014","Edinburgh, City of","Rubbish / litter lying around","51.6","47.4","45.2","35.2","18.3","33.4"
"871","2014","Falkirk","Rubbish / litter lying around","*","32.8","13.2","*","*","18.4"
"872","2014","Fife","Rubbish / litter lying around","51.9","32.4","21.9","14.6","10.6","26.3"
"873","2014","Glasgow City","Rubbish / litter lying around","45.2","47.1","38.7","35.3","28.3","42.3"
"874","2014","Highland","Rubbish / litter lying around","*","12.6","15.5","13.7","*","16.3"
"875","2014","Inverclyde","Rubbish / litter lying around","41.2","*","*","*","*","26.8"
"876","2014","Midlothian","Rubbish / litter lying around","*","38.5","*","*","*","39"
"877","2014","Moray","Rubbish / litter lying around","*","*","27.5","25.8","*","25.6"
"878","2014","Na-h Eileanan Siar","Rubbish / litter lying around","-","17.1","10.6","*","-","12.9"
"879","2014","North Ayrshire","Rubbish / litter lying around","49.6","21.5","*","*","*","31.3"
"880","2014","North Lanarkshire","Rubbish / litter lying around","37.2","24.7","19.9","11.1","*","25.4"
"881","2014","Orkney Islands","Rubbish / litter lying around","-","8","*","5.5","*","5.6"
"882","2014","Perth & Kinross","Rubbish / litter lying around","*","*","*","20.6","14.3","21.6"
"883","2014","Renfrewshire","Rubbish / litter lying around","59.4","*","*","*","*","33.4"
"884","2014","Scotland","Rubbish / litter lying around","44.8","31.8","25.9","18.5","14.4","27.1"
"885","2014","Scottish Borders","Rubbish / litter lying around","*","*","20.8","13.6","*","19.7"
"886","2014","Shetland Islands","Rubbish / litter lying around","-","*","28.5","18.6","*","21.4"
"887","2014","South Ayrshire","Rubbish / litter lying around","*","40.6","*","*","*","32.7"
"888","2014","South Lanarkshire","Rubbish / litter lying around","35.1","20.6","26.9","16.6","9.3","22.3"
"889","2014","Stirling","Rubbish / litter lying around","*","24.5","*","10.8","5.6","15"
"890","2014","West Dunbartonshire","Rubbish / litter lying around","43.6","23.5","25.8","*","*","30.7"
"891","2014","West Lothian","Rubbish / litter lying around","*","17","*","*","*","15.7"
"892","2014","Aberdeen City","Animal nuisance","*","33.7","24.1","*","20.2","28.3"
"893","2014","Aberdeenshire","Animal nuisance","*","*","25.1","22.5","17.6","23.9"
"894","2014","Angus","Animal nuisance","*","45.1","30.6","19.7","*","31.2"
"895","2014","Argyll & Bute","Animal nuisance","*","37","50","31.7","*","43.7"
"896","2014","Clackmannanshire","Animal nuisance","34.5","27.1","46.1","*","*","34.7"
"897","2014","Dumfries & Galloway","Animal nuisance","*","44.8","25.9","21.1","*","28.6"
"898","2014","Dundee City","Animal nuisance","41.2","23.5","*","*","*","27.8"
"899","2014","East Ayrshire","Animal nuisance","62.2","48.1","*","*","*","42.9"
"900","2014","East Dunbartonshire","Animal nuisance","*","*","*","*","20.5","21.5"
"901","2014","East Lothian","Animal nuisance","*","*","*","23.8","*","25.2"
"902","2014","East Renfrewshire","Animal nuisance","*","*","*","*","22.1","26.9"
"903","2014","Edinburgh, City of","Animal nuisance","53.5","47.8","47.3","35.4","19.8","34.7"
"904","2014","Falkirk","Animal nuisance","*","39.3","12.4","*","*","26"
"905","2014","Fife","Animal nuisance","43.4","27.6","36.8","21.9","21.8","30.4"
"906","2014","Glasgow City","Animal nuisance","39.9","37.3","34.3","30.5","27.2","36.7"
"907","2014","Highland","Animal nuisance","*","20.9","19.9","19.5","*","20.3"
"908","2014","Inverclyde","Animal nuisance","33","*","*","*","*","33"
"909","2014","Midlothian","Animal nuisance","*","43.4","*","*","*","35.1"
"910","2014","Moray","Animal nuisance","*","*","39.6","26","*","31.1"
"911","2014","Na-h Eileanan Siar","Animal nuisance","-","14.7","15.2","*","-","15.5"
"912","2014","North Ayrshire","Animal nuisance","50.8","31.7","*","*","*","39.1"
"913","2014","North Lanarkshire","Animal nuisance","35.2","34.4","30.4","23.3","*","30.3"
"914","2014","Orkney Islands","Animal nuisance","-","17.9","*","17.6","*","18.6"
"915","2014","Perth & Kinross","Animal nuisance","*","*","*","28.8","19.3","26.3"
"916","2014","Renfrewshire","Animal nuisance","58","*","*","*","*","35.3"
"917","2014","Scotland","Animal nuisance","43.2","33.8","31.5","24.9","20","30.7"
"918","2014","Scottish Borders","Animal nuisance","*","*","29.3","25.8","*","28.7"
"919","2014","Shetland Islands","Animal nuisance","-","*","23.8","24.8","*","23.1"
"920","2014","South Ayrshire","Animal nuisance","*","35.7","*","*","*","37.3"
"921","2014","South Lanarkshire","Animal nuisance","41.2","30.2","33.8","26.8","20.5","31"
"922","2014","Stirling","Animal nuisance","*","25","*","30.9","6.1","21"
"923","2014","West Dunbartonshire","Animal nuisance","52.7","39.3","34.1","*","*","41.4"
"924","2014","West Lothian","Animal nuisance","*","22.8","*","*","*","18.7"
"925","2014","Aberdeen City","Abandoned/burnt out vehicles","*","4.4","1.7","*","-","1.2"
"926","2014","Aberdeenshire","Abandoned/burnt out vehicles","*","*","-","-","-","0.6"
"927","2014","Angus","Abandoned/burnt out vehicles","*","5.7","-","-","*","1.8"
"928","2014","Argyll & Bute","Abandoned/burnt out vehicles","*","3.6","1.7","-","*","1.5"
"929","2014","Clackmannanshire","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"930","2014","Dumfries & Galloway","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"931","2014","Dundee City","Abandoned/burnt out vehicles","1.5","-","*","*","*","0.6"
"932","2014","East Ayrshire","Abandoned/burnt out vehicles","4.5","-","*","*","*","1.6"
"933","2014","East Dunbartonshire","Abandoned/burnt out vehicles","*","*","*","*","-","0.2"
"934","2014","East Lothian","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"935","2014","East Renfrewshire","Abandoned/burnt out vehicles","*","*","*","*","1.5","1"
"936","2014","Edinburgh, City of","Abandoned/burnt out vehicles","4.9","2.4","1.3","0.5","0.4","1.4"
"937","2014","Falkirk","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"938","2014","Fife","Abandoned/burnt out vehicles","1.9","-","1.5","-","-","0.7"
"939","2014","Glasgow City","Abandoned/burnt out vehicles","1.9","0.3","-","0.6","-","1.1"
"940","2014","Highland","Abandoned/burnt out vehicles","*","0.7","0.9","-","*","0.4"
"941","2014","Inverclyde","Abandoned/burnt out vehicles","0.7","*","*","*","*","0.7"
"942","2014","Midlothian","Abandoned/burnt out vehicles","*","-","*","*","*","2.4"
"943","2014","Moray","Abandoned/burnt out vehicles","*","*","0.8","-","*","0.3"
"944","2014","Na-h Eileanan Siar","Abandoned/burnt out vehicles","-","3.2","0.5","*","-","1.4"
"945","2014","North Ayrshire","Abandoned/burnt out vehicles","0.7","0.9","*","*","*","0.5"
"946","2014","North Lanarkshire","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"947","2014","Orkney Islands","Abandoned/burnt out vehicles","-","-","*","-","*","0.7"
"948","2014","Perth & Kinross","Abandoned/burnt out vehicles","*","*","*","0.6","-","1.3"
"949","2014","Renfrewshire","Abandoned/burnt out vehicles","7.5","*","*","*","*","2.8"
"950","2014","Scotland","Abandoned/burnt out vehicles","2","0.8","1","0.2","0.2","0.8"
"951","2014","Scottish Borders","Abandoned/burnt out vehicles","*","*","1.3","-","*","0.4"
"952","2014","Shetland Islands","Abandoned/burnt out vehicles","-","*","4.8","0.7","*","2.2"
"953","2014","South Ayrshire","Abandoned/burnt out vehicles","*","-","*","*","*","0.7"
"954","2014","South Lanarkshire","Abandoned/burnt out vehicles","1","0.7","1.5","-","-","0.7"
"955","2014","Stirling","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"956","2014","West Dunbartonshire","Abandoned/burnt out vehicles","4.4","-","-","*","*","1.6"
"957","2014","West Lothian","Abandoned/burnt out vehicles","-","-","-","-","-","-"
"958","2014","Aberdeen City","Base","40","60","50","30","110","290"
"959","2014","Aberdeenshire","Base","10","20","70","110","90","300"
"960","2014","Angus","Base","20","50","60","90","30","260"
"961","2014","Argyll & Bute","Base","30","50","90","80","30","270"
"962","2014","Clackmannanshire","Base","70","50","60","40","30","250"
"963","2014","Dumfries & Galloway","Base","20","50","80","60","20","230"
"964","2014","Dundee City","Base","110","50","30","30","30","250"
"965","2014","East Ayrshire","Base","60","80","30","40","20","230"
"966","2014","East Dunbartonshire","Base","10","30","20","40","120","220"
"967","2014","East Lothian","Base","10","40","50","80","40","220"
"968","2014","East Renfrewshire","Base","30","20","20","30","120","220"
"969","2014","Edinburgh, City of","Base","100","100","120","120","280","710"
"970","2014","Falkirk","Base","40","80","60","50","50","260"
"971","2014","Fife","Base","90","110","110","90","90","490"
"972","2014","Glasgow City","Base","500","170","110","110","60","950"
"973","2014","Highland","Base","30","70","100","100","30","320"
"974","2014","Inverclyde","Base","110","40","40","40","30","250"
"975","2014","Midlothian","Base","10","60","50","40","30","190"
"976","2014","Moray","Base","0","40","100","80","30","250"
"977","2014","Na-h Eileanan Siar","Base","-","100","170","0","-","270"
"978","2014","North Ayrshire","Base","90","60","30","40","20","250"
"979","2014","North Lanarkshire","Base","150","120","90","60","30","450"
"980","2014","Orkney Islands","Base","-","60","50","150","10","270"
"981","2014","Perth & Kinross","Base","20","20","40","110","60","250"
"982","2014","Renfrewshire","Base","80","40","50","30","50","250"
"983","2014","Scotland","Base","1920","2000","2110","2110","1660","9800"
"984","2014","Scottish Borders","Base","10","30","80","110","20","250"
"985","2014","Shetland Islands","Base","-","10","110","130","20","260"
"986","2014","South Ayrshire","Base","50","70","50","40","50","250"
"987","2014","South Lanarkshire","Base","90","100","100","60","60","410"
"988","2014","Stirling","Base","20","50","40","70","70","250"
"989","2014","West Dunbartonshire","Base","100","90","60","20","10","280"
"990","2014","West Lothian","Base","30","60","40","40","30","200"
"991","2015","Aberdeen City","Vandalism / graffiti / damage to property","*","14.9","2.8","*","6.7","11.8"
"992","2015","Aberdeenshire","Vandalism / graffiti / damage to property","*","*","2.5","3.7","0.8","2.5"
"993","2015","Angus","Vandalism / graffiti / damage to property","*","6.3","4.2","5.5","*","4.7"
"994","2015","Argyll & Bute","Vandalism / graffiti / damage to property","*","*","11.3","4.1","*","10"
"995","2015","Clackmannanshire","Vandalism / graffiti / damage to property","16.5","*","9","*","*","8.1"
"996","2015","Dumfries & Galloway","Vandalism / graffiti / damage to property","*","*","2.3","1.6","*","4.2"
"997","2015","Dundee City","Vandalism / graffiti / damage to property","26.6","*","*","*","*","14.9"
"998","2015","East Ayrshire","Vandalism / graffiti / damage to property","18.4","10.3","*","*","*","11.7"
"999","2015","East Dunbartonshire","Vandalism / graffiti / damage to property","*","*","*","*","4.3","4.6"
"1000","2015","East Lothian","Vandalism / graffiti / damage to property","*","*","*","2.5","*","5.2"
"1001","2015","East Renfrewshire","Vandalism / graffiti / damage to property","*","*","*","6.5","4.1","6.2"
"1002","2015","Edinburgh, City of","Vandalism / graffiti / damage to property","20.5","22.3","15.4","12.8","5.7","12.3"
"1003","2015","Falkirk","Vandalism / graffiti / damage to property","*","9.5","2.1","2.8","*","4.7"
"1004","2015","Fife","Vandalism / graffiti / damage to property","17.9","8.1","6.5","1.6","1.9","7.5"
"1005","2015","Glasgow City","Vandalism / graffiti / damage to property","15.2","13.2","8.9","5.9","5.9","12.1"
"1006","2015","Highland","Vandalism / graffiti / damage to property","*","1.9","2.9","2.3","*","3.9"
"1007","2015","Inverclyde","Vandalism / graffiti / damage to property","10.4","*","*","*","*","5.7"
"1008","2015","Midlothian","Vandalism / graffiti / damage to property","*","3","*","3.7","*","8"
"1009","2015","Moray","Vandalism / graffiti / damage to property","*","*","7.4","4.5","*","6.3"
"1010","2015","Na-h Eileanan Siar","Vandalism / graffiti / damage to property","-","-","0.7","*","-","0.5"
"1011","2015","North Ayrshire","Vandalism / graffiti / damage to property","5.9","9.2","*","*","*","4.7"
"1012","2015","North Lanarkshire","Vandalism / graffiti / damage to property","20.6","8.6","3","*","*","10.1"
"1013","2015","Orkney Islands","Vandalism / graffiti / damage to property","-","-","-","-","-","-"
"1014","2015","Perth & Kinross","Vandalism / graffiti / damage to property","*","*","*","-","1.2","5.7"
"1015","2015","Renfrewshire","Vandalism / graffiti / damage to property","19.6","*","6.4","*","*","11.2"
"1016","2015","Scotland","Vandalism / graffiti / damage to property","18","9.9","5.8","4.4","3.4","8.2"
"1017","2015","Scottish Borders","Vandalism / graffiti / damage to property","*","*","1","1.2","*","2"
"1018","2015","Shetland Islands","Vandalism / graffiti / damage to property","-","*","1.6","3.1","*","2.5"
"1019","2015","South Ayrshire","Vandalism / graffiti / damage to property","*","0.7","-","*","1.5","3.6"
"1020","2015","South Lanarkshire","Vandalism / graffiti / damage to property","25.5","6.6","5","7.4","0.9","8.3"
"1021","2015","Stirling","Vandalism / graffiti / damage to property","*","*","*","1.2","3","3.2"
"1022","2015","West Dunbartonshire","Vandalism / graffiti / damage to property","17.3","7.3","*","*","*","10.5"
"1023","2015","West Lothian","Vandalism / graffiti / damage to property","*","14.5","3","*","*","9.6"
"1024","2015","Aberdeen City","Groups or individual harassing others","*","20.9","-","*","4.5","8.9"
"1025","2015","Aberdeenshire","Groups or individual harassing others","*","*","11.5","2.1","2.4","4.8"
"1026","2015","Angus","Groups or individual harassing others","*","3.2","-","5.6","*","3.3"
